Fire_ID,DTS_dist_m,DTS_cells,DTS_cells_prp
ID4443611536119860811,180,86,0.07590467784642542
ID4443611536119860811,210,48,0.04236540158870256
ID4443611536119860811,240,19,0.01676963812886143
ID4443611536119860811,270,6,0.00529567519858782
ID4443611536119860811,300,0,0
ID4529711522619860811,0,26661,1
ID4529711522619860811,30,23629,0.8862758336146431
ID4529711522619860811,60,20668,0.7752147331307903
ID4529711522619860811,90,17266,0.6476126176812572
ID4529711522619860811,120,14636,0.5489666554142756
ID4529711522619860811,150,11536,0.43269194703874575
ID4529711522619860811,180,9432,0.35377517722516033
ID4529711522619860811,210,7741,0.29034919920483104
ID4529711522619860811,240,6161,0.23108660590375454
ID4529711522619860811,270,4925,0.1847267544353175
ID4529711522619860811,300,3867,0.14504332170586248
ID4529711522619860811,330,3132,0.11747496342972882
ID4529711522619860811,360,2565,0.09620794418813998
ID4529711522619860811,390,2015,0.07557856044409438
ID4529711522619860811,420,1680,0.06301339034544841
ID4529711522619860811,450,1380,0.05176099921233262
ID4529711522619860811,480,1159,0.043471737744270655
ID4529711522619860811,510,928,0.0348073965717715
ID4529711522619860811,540,740,0.027755898128352274
ID4529711522619860811,570,582,0.02182963879824463
ID4529711522619860811,600,433,0.01624095120213045
ID4529711522619860811,630,333,0.012490154157758523
ID4529711522619860811,660,222,0.008326769438505683
ID4529711522619860811,690,143,0.005363639773451859
ID4529711522619860811,720,75,0.002813097783278947
ID4529711522619860811,750,28,0.0010502231724241402
ID4529711522619860811,780,6,2.2504782266231574e-4
ID4542511501619860811,0,1,1
ID4542511501619860811,30,0,0
OR4479211863419860811,0,4594,1
OR4479211863419860811,30,3399,0.739878101872007
OR4479211863419860811,60,2411,0.5248149760557249
OR4479211863419860811,90,1576,0.34305616020896823
OR4479211863419860811,120,1078,0.2346538963865912
OR4479211863419860811,150,614,0.13365259033521984
OR4479211863419860811,180,338,0.07357422725293862
OR4479211863419860811,210,173,0.03765781454070527
OR4479211863419860811,240,78,0.01697866782760122
OR4479211863419860811,270,26,0.0056595559425337396
OR4479211863419860811,300,2,4.3535045711797995e-4
OR4491011846319860811,0,4017,1
OR4491011846319860811,30,2542,0.6328105551406522
OR4491011846319860811,60,1495,0.37216828478964403
OR4491011846319860811,90,756,0.1882001493651979
OR4491011846319860811,120,434,0.10804082648742842
OR4491011846319860811,150,224,0.0557630072193179
OR4491011846319860811,180,119,0.029624097585262636
OR4491011846319860811,210,59,0.01468757779437391
OR4491011846319860811,240,20,0.004978839930296241
OR4491011846319860811,270,3,7.468259895444362e-4
OR4565411717319860811,0,8,1
OR4565411717319860811,30,1,0.125
OR4565411717319860811,60,0,0
OR4579011748219860811,0,582,1
OR4579011748219860811,30,313,0.5378006872852233
OR4579011748219860811,60,145,0.24914089347079038
OR4579011748219860811,90,58,0.09965635738831616
OR4579011748219860811,120,25,0.0429553264604811
OR4579011748219860811,150,11,0.018900343642611683
OR4579011748219860811,180,3,0.005154639175257732
ID4535711661519860811,0,2582,1
ID4535711661519860811,30,1571,0.6084430673896204
ID4535711661519860811,60,893,0.3458559256390395
ID4535711661519860811,90,418,0.16189000774593337
ID4535711661519860811,120,179,0.06932610379550735
ID4535711661519860811,150,51,0.019752130131680867
ID4535711661519860811,180,9,0.0034856700232378003
ID4543811494219860812,0,2665,1
ID4543811494219860812,30,1816,0.6814258911819887
ID4543811494219860812,60,1194,0.4480300187617261
ID4543811494219860812,90,711,0.2667917448405253
ID4543811494219860812,120,424,0.15909943714821764
ID4543811494219860812,150,192,0.07204502814258912
ID4543811494219860812,180,80,0.0300187617260788
ID4543811494219860812,210,25,0.009380863039399626
ID4543811494219860812,240,5,0.001876172607879925
OR4558711675719860812,0,1076,1
OR4558711675719860812,30,532,0.4944237918215613
OR4558711675719860812,60,217,0.2016728624535316
OR4558711675719860812,90,64,0.05947955390334572
OR4558711675719860812,120,1,9.293680297397769e-4
ID4698311596819860819,0,391,1
ID4698311596819860819,30,245,0.6265984654731458
ID4698311596819860819,60,127,0.3248081841432225
ID4698311596819860819,90,30,0.07672634271099744
ID4698311596819860819,120,3,0.0076726342710997444
OR4428112255619870508,0,1488,1
OR4428112255619870508,30,1055,0.709005376344086
OR4428112255619870508,60,669,0.4495967741935484
OR4428112255619870508,90,346,0.2325268817204301
OR4428112255619870508,120,206,0.13844086021505375
OR4428112255619870508,150,103,0.06922043010752688
OR4428112255619870508,180,54,0.036290322580645164
OR4428112255619870508,210,26,0.01747311827956989
OR4428112255619870508,240,6,0.004032258064516129
OR4214312293119870715,0,3657,1
OR4214312293119870715,30,2873,0.7856166256494395
OR4214312293119870715,60,2191,0.5991249658189773
OR4214312293119870715,90,1541,0.42138364779874216
OR4214312293119870715,120,1105,0.3021602406343998
OR4214312293119870715,150,703,0.19223407164342357
OR4214312293119870715,180,453,0.12387202625102543
OR4214312293119870715,210,298,0.08148755810773858
OR4214312293119870715,240,168,0.04593929450369155
OR4214312293119870715,270,82,0.02242275088870659
OR4214312293119870715,300,24,0.006562756357670222
OR4214312293119870715,330,4,0.0010937927262783702
OR4291712307519870715,0,17693,1
OR4291712307519870715,30,14687,0.8301023003447692
OR4291712307519870715,60,12017,0.6791951619284463
OR4291712307519870715,90,9381,0.5302096874470129
OR4291712307519870715,120,7543,0.4263267959079862
OR4291712307519870715,150,5643,0.318939693664161
OR4291712307519870715,180,4542,0.25671169389023907
OR4291712307519870715,210,3739,0.2113265133103487
OR4291712307519870715,240,3058,0.17283671508506188
OR4291712307519870715,270,2522,0.14254224834680382
OR4291712307519870715,300,2059,0.11637370711580851
OR4291712307519870715,330,1744,0.09857005595433223
OR4291712307519870715,360,1486,0.08398801786017068
OR4291712307519870715,390,1185,0.0669756400836489
OR4291712307519870715,420,959,0.05420222686938337
OR4291712307519870715,450,725,0.040976657435143844
OR4291712307519870715,480,557,0.03148137681568982
OR4291712307519870715,510,389,0.0219860961962358
OR4291712307519870715,540,262,0.014808116204148533
OR4291712307519870715,570,166,0.009382241564460521
OR4291712307519870715,600,85,0.0048041598372237605
OR4291712307519870715,630,43,0.0024303396823602556
OR4291712307519870715,660,13,7.347538574577516e-4
OR4291712307519870715,690,1,5.651952749675013e-5
ID4448411541019870804,0,45927,1
ID4448411541019870804,30,37678,0.8203888780020467
ID4448411541019870804,60,30800,0.6706294772138394
ID4448411541019870804,90,24444,0.532235939643347
ID4448411541019870804,120,20289,0.4417662812724541
ID4448411541019870804,150,16250,0.3538223702832756
ID4448411541019870804,180,13773,0.2998889542099419
ID4448411541019870804,210,11852,0.2580617066213774
ID4448411541019870804,240,10122,0.22039323273891176
ID4448411541019870804,270,8820,0.19204389574759945
ID4448411541019870804,300,7696,0.16757027456615933
ID4448411541019870804,330,6881,0.14982472184118276
ID4448411541019870804,360,6146,0.13382106386221612
ID4448411541019870804,390,5343,0.11633679534914103
ID4448411541019870804,420,4718,0.10272824264593812
ID4448411541019870804,450,4149,0.09033901626494219
ID4448411541019870804,480,3687,0.0802795741067346
ID4448411541019870804,510,3198,0.06963224247174865
ID4448411541019870804,540,2827,0.061554205587127396
ID4448411541019870804,570,2493,0.054281795022535766
ID4448411541019870804,600,2185,0.04757550025039737
ID4448411541019870804,630,1957,0.04261110022426895
ID4448411541019870804,660,1717,0.03738541598623903
ID4448411541019870804,690,1505,0.032769394909312605
ID4448411541019870804,720,1301,0.028327563306987175
ID4448411541019870804,750,1069,0.023276068543558254
ID4448411541019870804,780,871,0.018964879047183573
ID4448411541019870804,810,674,0.014675463235134018
ID4448411541019870804,840,529,0.011518279007990942
ID4448411541019870804,870,384,0.008361094780847867
ID4448411541019870804,900,242,0.005269231606680166
ID4448411541019870804,930,144,0.0031354105428179502
ID4448411541019870804,960,59,0.0012846473751823547
ID4448411541019870804,990,23,5.00794739477867e-4
ID4448411541019870804,1020,4,8.709473730049861e-5
WY4413411069519870807,0,860,1
WY4413411069519870807,30,602,0.7
WY4413411069519870807,60,388,0.4511627906976744
WY4413411069519870807,90,212,0.24651162790697675
WY4413411069519870807,120,107,0.12441860465116279
WY4413411069519870807,150,27,0.031395348837209305
WY4413411069519870807,180,4,0.004651162790697674
OR4242912115619870809,0,173,1
OR4242912115619870809,30,92,0.5317919075144508
OR4242912115619870809,60,42,0.24277456647398843
OR4242912115619870809,90,17,0.09826589595375723
OR4242912115619870809,120,4,0.023121387283236993
OR4242912115619870809,150,0,0
OR4493411861819870815,0,4975,1
OR4493411861819870815,30,2737,0.5501507537688443
OR4493411861819870815,60,1368,0.2749748743718593
OR4493411861819870815,90,604,0.12140703517587939
OR4493411861819870815,120,306,0.061507537688442214
OR4493411861819870815,150,116,0.023316582914572864
OR4493411861819870815,180,39,0.007839195979899497
OR4493411861819870815,210,7,0.001407035175879397
OR4216712308719870830,0,3250,1
OR4216712308719870830,30,2492,0.7667692307692308
OR4216712308719870830,60,1846,0.568
OR4216712308719870830,90,1291,0.3972307692307692
OR4216712308719870830,120,967,0.29753846153846153
OR4216712308719870830,150,650,0.2
OR4216712308719870830,180,492,0.1513846153846154
OR4216712308719870830,210,382,0.11753846153846154
OR4216712308719870830,240,274,0.0843076923076923
OR4216712308719870830,270,189,0.05815384615384615
OR4216712308719870830,300,110,0.033846153846153845
OR4216712308719870830,330,59,0.018153846153846152
OR4216712308719870830,360,21,0.006461538461538461
OR4259412369419870830,0,7624,1
OR4259412369419870830,30,5195,0.6814008394543547
OR4259412369419870830,60,3434,0.45041972717733475
OR4259412369419870830,90,2108,0.276495278069255
OR4259412369419870830,120,1425,0.18690975865687304
OR4259412369419870830,150,889,0.11660545645330535
OR4259412369419870830,180,599,0.07856768100734522
OR4259412369419870830,210,388,0.05089192025183631
OR4259412369419870830,240,211,0.02767576075550892
OR4259412369419870830,270,114,0.014952780692549843
OR4259412369419870830,300,35,0.004590766002098636
OR4259412369419870830,330,2,2.6232948583420777e-4
OR4258312308219870830,0,16663,1
OR4258312308219870830,30,13392,0.8036968132989257
OR4258312308219870830,60,10601,0.6361999639920782
OR4258312308219870830,90,8007,0.4805257156574446
OR4258312308219870830,120,6354,0.38132389125607635
OR4258312308219870830,150,4735,0.28416251575346574
OR4258312308219870830,180,3741,0.2245093920662546
OR4258312308219870830,210,2992,0.17955950309067994
OR4258312308219870830,240,2335,0.1401308287823321
OR4258312308219870830,270,1829,0.10976414811258477
OR4258312308219870830,300,1399,0.08395847086358998
OR4258312308219870830,330,1106,0.06637460241253075
OR4258312308219870830,360,857,0.05143131488927564
OR4258312308219870830,390,556,0.033367340814979295
